"","X","Season","Game_ID","Game_Date","Away_Team","Home_Team","Month","Day","gameType","All_Star_Count","Is_Lebron_Playing","Has_Top_Five_Player","Time_Zone_Of_Game","Median_Views_Per_Matchup","Is_Sat_or_Sun","Total_Viewers","bestRankAmongTeams","revisedDate"
"179",179,"2016-17",21600959,"3/8/2017","BOS","GSW",3,"Wednesday","R",4,"NO","YES","MOUNTAIN",56477,"NO",NA,1,"2017-03-08"
"180",180,"2016-17",21600949,"3/8/2017","CHI","ORL",3,"Wednesday","R",2,"NO","NO","CENTRAL",8867,"NO",NA,11,"2017-03-08"
"181",181,"2016-17",21600955,"3/8/2017","LAC","MIN",3,"Wednesday","R",1,"NO","NO","PACIFIC",12297,"NO",NA,6,"2017-03-08"
"182",182,"2016-17",21600951,"3/8/2017","CHA","MIA",3,"Wednesday","R",2,"NO","NO","PACIFIC",12229,"NO",NA,13,"2017-03-08"
"183",183,"2016-17",21600962,"3/9/2017","SAS","OKC",3,"Thursday","R",4,"NO","YES","EAST",30089,"NO",NA,1,"2017-03-09"
"184",184,"2016-17",21600992,"3/13/2017","DAL","TOR",3,"Monday","R",2,"NO","NO","EAST",19148,"NO",NA,5,"2017-03-13"
"185",185,"2016-17",21600998,"3/13/2017","LAL","DEN",3,"Monday","R",1,"NO","NO","EAST",22707.5,"NO",NA,9,"2017-03-13"
"186",186,"2016-17",21601006,"3/15/2017","MIN","BOS",3,"Wednesday","R",1,"NO","NO","EAST",34924,"NO",NA,3,"2017-03-15"
"187",187,"2016-17",21601022,"3/17/2017","BOS","BKN",3,"Friday","R",1,"NO","NO","EAST",28871,"NO",NA,2,"2017-03-17"
"188",188,"2016-17",21601020,"3/17/2017","DAL","PHI",3,"Friday","R",0,"NO","NO","MOUNTAIN",12159,"NO",NA,9,"2017-03-17"
"189",189,"2016-17",21601034,"3/18/2017","HOU","DEN",3,"Saturday","R",1,"NO","YES","CENTRAL",14394.5,"YES",NA,3,"2017-03-18"
"190",190,"2016-17",21601042,"3/19/2017","SAC","SAS",3,"Sunday","R",3,"NO","NO","CENTRAL",14196.5,"YES",NA,1,"2017-03-19"
"191",191,"2016-17",21601036,"3/19/2017","DAL","BKN",3,"Sunday","R",0,"NO","NO","EAST",4972,"YES",NA,9,"2017-03-19"
"192",192,"2016-17",21601048,"3/20/2017","DEN","HOU",3,"Monday","R",1,"NO","YES","MOUNTAIN",9611,"NO",NA,2,"2017-03-20"
"193",193,"2016-17",21601046,"3/20/2017","UTA","IND",3,"Monday","R",1,"NO","NO","MOUNTAIN",12758,"NO",NA,4,"2017-03-20"
"194",194,"2016-17",21601044,"3/20/2017","ATL","CHA",3,"Monday","R",2,"NO","NO","PACIFIC",13940,"NO",NA,8,"2017-03-20"
"195",195,"2016-17",21601057,"3/21/2017","MIL","POR",3,"Tuesday","R",0,"NO","NO","PACIFIC",13037,"NO",NA,6,"2017-03-21"
"196",196,"2016-17",21601090,"3/26/2017","CHI","MIL",3,"Sunday","R",2,"NO","NO","PACIFIC",15693,"YES",NA,7,"2017-03-26"
"197",197,"2016-17",21601087,"3/26/2017","PHX","CHA",3,"Sunday","R",0,"NO","NO","EAST",9866,"YES",NA,14,"2017-03-26"
"198",198,"2016-17",21601100,"3/27/2017","OKC","DAL",3,"Monday","R",2,"NO","YES","EAST",15904,"NO",NA,5,"2017-03-27"
"199",199,"2016-17",21601103,"3/28/2017","MIL","CHA",3,"Tuesday","R",0,"NO","NO","EAST",15693,"NO",NA,4,"2017-03-28"
"200",200,"2016-17",21601119,"3/29/2017","WAS","LAC",3,"Wednesday","R",2,"NO","NO","PACIFIC",17561,"NO",NA,4,"2017-03-29"
"201",201,"2016-17",21601114,"3/29/2017","CHA","TOR",3,"Wednesday","R",2,"NO","NO","EAST",8839,"NO",NA,5,"2017-03-29"
"202",202,"2016-17",21601116,"3/29/2017","IND","MEM",3,"Wednesday","R",1,"NO","NO","EAST",9693.25,"NO",NA,9,"2017-03-29"
"203",203,"2016-17",21601123,"3/30/2017","LAL","MIN",3,"Thursday","R",1,"NO","NO","EAST",24710,"NO",NA,7,"2017-03-30"
"204",204,"2016-17",21601136,"3/31/2017","HOU","GSW",3,"Friday","R",4,"NO","YES","EAST",51648,"NO",NA,1,"2017-03-31"
"205",205,"2016-17",21601150,"4/2/2017","IND","CLE",4,"Sunday","R",2,"YES","YES","PACIFIC",33375.5,"YES",NA,5,"2017-04-02"
"206",206,"2016-17",21601143,"4/2/2017","MEM","LAL",4,"Sunday","R",1,"NO","NO","PACIFIC",14746,"YES",NA,10,"2017-04-02"
"207",207,"2016-17",21601144,"4/2/2017","DAL","MIL",4,"Sunday","R",0,"NO","NO","EAST",12673,"YES",NA,11,"2017-04-02"
"208",208,"2016-17",21601148,"4/2/2017","ATL","BKN",4,"Sunday","R",2,"NO","NO","EAST",6802,"YES",NA,12,"2017-04-02"
"209",209,"2016-17",21601157,"4/4/2017","TOR","IND",4,"Tuesday","R",3,"NO","NO","EAST",15836,"NO",NA,4,"2017-04-04"
"210",210,"2016-17",21601158,"4/4/2017","DEN","NOP",4,"Tuesday","R",1,"NO","YES","EAST",5115,"NO",NA,13,"2017-04-04"
"211",211,"2016-17",21601174,"4/6/2017","BKN","ORL",4,"Thursday","R",0,"NO","NO","CENTRAL",15251.5,"NO",NA,11,"2017-04-06"
"212",212,"2016-17",21601192,"4/8/2017","MIA","WAS",4,"Saturday","R",3,"NO","NO","CENTRAL",16478,"YES",NA,5,"2017-04-08"
"213",213,"2016-17",21601189,"4/8/2017","BOS","CHA",4,"Saturday","R",1,"NO","NO","PACIFIC",23644,"YES",NA,3,"2017-04-08"
"214",214,"2016-17",21601207,"4/10/2017","CHA","MIL",4,"Monday","R",0,"NO","NO","EAST",12046,"NO",NA,9,"2017-04-10"
"215",215,"2016-17",21601215,"4/11/2017","NOP","LAL",4,"Tuesday","R",2,"NO","YES","CENTRAL",13886,"NO",NA,5,"2017-04-11"
"216",216,"2016-17",21601227,"4/12/2017","SAS","UTA",4,"Wednesday","R",2,"NO","NO","CENTRAL",17186.5,"NO",NA,2,"2017-04-12"
"217",217,"2016-17",21601225,"4/12/2017","DEN","OKC",4,"Wednesday","R",2,"NO","YES","CENTRAL",17459,"NO",NA,10,"2017-04-12"
"218",218,"2017-18",21700002,"10/17/2017","HOU","GSW",10,"Tuesday","O",4,"NO","YES","MOUNTAIN",51648,"NO",NA,1,"2017-10-17"
"219",219,"2017-18",21700011,"10/18/2017","MIN","SAS",10,"Wednesday","R",2,"NO","NO","EAST",21270.5,"NO",NA,2,"2017-10-18"
"220",220,"2017-18",21700007,"10/18/2017","MIL","BOS",10,"Wednesday","R",1,"NO","NO","EAST",16080,"NO",NA,4,"2017-10-18"
"221",221,"2017-18",21700017,"10/20/2017","ATL","CHA",10,"Friday","R",2,"NO","NO","CENTRAL",13940,"NO",NA,11,"2017-10-20"
"222",222,"2017-18",21700024,"10/20/2017","SAC","DAL",10,"Friday","R",1,"NO","NO","CENTRAL",5694,"NO",NA,22,"2017-10-20"
"223",223,"2017-18",21700040,"10/22/2017","NOP","LAL",10,"Sunday","R",2,"NO","NO","CENTRAL",13886,"YES",NA,21,"2017-10-22"
"224",224,"2017-18",21700038,"10/22/2017","ATL","BKN",10,"Sunday","R",2,"NO","NO","CENTRAL",6802,"YES",NA,11,"2017-10-22"
"225",225,"2017-18",21700058,"10/25/2017","CLE","BKN",10,"Wednesday","R",1,"YES","YES","MOUNTAIN",24573,"NO",NA,5,"2017-10-25"
"226",226,"2017-18",21700056,"10/25/2017","MIN","DET",10,"Wednesday","R",1,"NO","NO","MOUNTAIN",13170.75,"NO",NA,19,"2017-10-25"
"227",227,"2017-18",21700067,"10/26/2017","BOS","MIL",10,"Thursday","R",1,"NO","NO","PACIFIC",17660.75,"NO",NA,4,"2017-10-26"
"228",228,"2017-18",21700066,"10/26/2017","DAL","MEM",10,"Thursday","R",0,"NO","NO","EAST",3046.5,"NO",NA,12,"2017-10-26"
"229",229,"2017-18",21700083,"10/28/2017","PHX","POR",10,"Saturday","R",0,"NO","NO","CENTRAL",8759,"YES",NA,16,"2017-10-28"
"230",230,"2017-18",21700090,"10/29/2017","NYK","CLE",10,"Sunday","R",2,"YES","YES","EAST",38571.5,"YES",NA,5,"2017-10-29"
"231",231,"2017-18",21700086,"10/29/2017","SAS","IND",10,"Sunday","R",3,"NO","NO","MOUNTAIN",16753,"YES",NA,2,"2017-10-29"
"232",232,"2017-18",21700089,"10/29/2017","WAS","SAC",10,"Sunday","R",2,"NO","NO","PACIFIC",11538,"YES",NA,9,"2017-10-29"
"233",233,"2017-18",21700092,"10/30/2017","SAS","BOS",10,"Monday","R",3,"NO","NO","EAST",28987,"NO",NA,2,"2017-10-30"
"234",234,"2017-18",21700099,"10/30/2017","TOR","POR",10,"Monday","R",2,"NO","NO","EAST",10840,"NO",NA,7,"2017-10-30"
"235",235,"2017-18",21700104,"10/31/2017","DET","LAL",10,"Tuesday","R",2,"NO","NO","EAST",13972,"NO",NA,19,"2017-10-31"
"236",236,"2017-18",21700107,"11/1/2017","ATL","PHI",11,"Wednesday","R",2,"NO","NO","EAST",5626,"NO",NA,14,"2017-11-01"
"237",237,"2017-18",21700113,"11/1/2017","MIN","NOP",11,"Wednesday","R",1,"NO","NO","CENTRAL",11856,"NO",NA,5,"2017-11-01"
"238",238,"2017-18",21700109,"11/1/2017","SAC","BOS",11,"Wednesday","R",2,"NO","NO","EAST",15651,"NO",NA,1,"2017-11-01"
"239",239,"2017-18",21700116,"11/1/2017","DAL","LAC",11,"Wednesday","R",1,"NO","YES","CENTRAL",9651,"NO",NA,5,"2017-11-01"
"240",240,"2017-18",21700114,"11/1/2017","TOR","DEN",11,"Wednesday","R",2,"NO","NO","MOUNTAIN",15187,"NO",NA,5,"2017-11-01"
"241",241,"2017-18",21700122,"11/3/2017","CLE","WAS",11,"Friday","R",2,"YES","YES","CENTRAL",40731,"NO",NA,8,"2017-11-03"
"242",242,"2017-18",21700119,"11/3/2017","MIL","DET",11,"Friday","R",1,"NO","NO","EAST",10922,"NO",NA,4,"2017-11-03"
"243",243,"2017-18",21700124,"11/3/2017","PHX","NYK",11,"Friday","R",1,"NO","NO","EAST",19380,"NO",NA,8,"2017-11-03"
"244",244,"2017-18",21700120,"11/3/2017","CHI","ORL",11,"Friday","R",2,"NO","NO","CENTRAL",8867,"NO",NA,1,"2017-11-03"
"245",245,"2017-18",21700125,"11/3/2017","NOP","DAL",11,"Friday","R",1,"NO","NO","PACIFIC",12936,"NO",NA,16,"2017-11-03"
"246",246,"2017-18",21700157,"11/7/2017","MEM","POR",11,"Tuesday","R",0,"NO","NO","EAST",4483,"NO",NA,1,"2017-11-07"
"247",247,"2017-18",21700162,"11/8/2017","MIA","PHX",11,"Wednesday","R",2,"NO","NO","CENTRAL",4519,"NO",NA,9,"2017-11-08"
"248",248,"2017-18",21700167,"11/9/2017","PHI","SAC",11,"Thursday","R",1,"NO","NO","EAST",10062,"NO",NA,2,"2017-11-09"
"249",249,"2017-18",21700174,"11/10/2017","ORL","PHX",11,"Friday","R",0,"NO","NO","PACIFIC",7734,"NO",NA,3,"2017-11-10"
"250",250,"2017-18",21700189,"11/12/2017","MIA","DET",11,"Sunday","R",3,"NO","NO","EAST",12359,"YES",NA,3,"2017-11-12"
"251",251,"2017-18",21700199,"11/13/2017","ORL","GSW",11,"Monday","R",3,"NO","YES","EAST",20637,"NO",NA,1,"2017-11-13"
"252",252,"2017-18",21700200,"11/13/2017","PHI","LAC",11,"Monday","R",1,"NO","YES","EAST",13948,"NO",NA,9,"2017-11-13"
"253",253,"2017-18",21700196,"11/13/2017","LAL","PHX",11,"Monday","R",1,"NO","NO","CENTRAL",9533,"NO",NA,14,"2017-11-13"
"254",254,"2017-18",21700197,"11/13/2017","MIN","UTA",11,"Monday","R",0,"NO","NO","CENTRAL",8651,"NO",NA,4,"2017-11-13"
"255",255,"2017-18",21700201,"11/14/2017","BOS","BKN",11,"Tuesday","R",1,"NO","NO","CENTRAL",28871,"NO",NA,1,"2017-11-14"
"256",256,"2017-18",21700209,"11/15/2017","DET","MIL",11,"Wednesday","R",1,"NO","NO","PACIFIC",10946,"NO",NA,1,"2017-11-15"
"257",257,"2017-18",21700208,"11/15/2017","IND","MEM",11,"Wednesday","R",1,"NO","NO","EAST",9693.25,"NO",NA,8,"2017-11-15"
"258",258,"2017-18",21700211,"11/15/2017","TOR","NOP",11,"Wednesday","R",3,"NO","NO","EAST",10482,"NO",NA,3,"2017-11-15"
"259",259,"2017-18",21700220,"11/17/2017","LAC","CLE",11,"Friday","R",2,"YES","YES","CENTRAL",41615,"NO",NA,6,"2017-11-17"
"260",260,"2017-18",21700223,"11/17/2017","OKC","SAS",11,"Friday","R",4,"NO","YES","CENTRAL",30171.5,"NO",NA,2,"2017-11-17"
"261",261,"2017-18",21700222,"11/17/2017","CHA","CHI",11,"Friday","R",2,"NO","NO","MOUNTAIN",8307,"NO",NA,16,"2017-11-17"
"262",262,"2017-18",21700230,"11/18/2017","BOS","ATL",11,"Saturday","R",3,"NO","NO","EAST",18851,"YES",NA,1,"2017-11-18"
"263",263,"2017-18",21700233,"11/18/2017","MIL","DAL",11,"Saturday","R",0,"NO","NO","EAST",19651,"YES",NA,4,"2017-11-18"
"264",264,"2017-18",21700257,"11/22/2017","BOS","MIA",11,"Wednesday","R",3,"NO","NO","EAST",18150.5,"NO",NA,1,"2017-11-22"
"265",265,"2017-18",21700266,"11/22/2017","LAL","SAC",11,"Wednesday","R",2,"NO","NO","CENTRAL",18324,"NO",NA,14,"2017-11-22"
"266",266,"2017-18",21700258,"11/22/2017","TOR","NYK",11,"Wednesday","R",3,"NO","NO","CENTRAL",13375,"NO",NA,4,"2017-11-22"
"267",267,"2017-18",21700260,"11/22/2017","DAL","MEM",11,"Wednesday","R",0,"NO","NO","EAST",3046.5,"NO",NA,17,"2017-11-22"
"268",268,"2017-18",21700288,"11/26/2017","PHX","MIN",11,"Sunday","R",0,"NO","NO","CENTRAL",8503.5,"YES",NA,1,"2017-11-26"
"269",269,"2017-18",21700295,"11/27/2017","DAL","SAS",11,"Monday","R",2,"NO","NO","MOUNTAIN",15931,"NO",NA,4,"2017-11-27"
"270",270,"2017-18",21700313,"11/30/2017","CLE","ATL",11,"Thursday","R",3,"YES","YES","PACIFIC",39763,"NO",NA,2,"2017-11-30"
"271",271,"2017-18",21700315,"11/30/2017","CHI","DEN",11,"Thursday","R",2,"NO","NO","EAST",23234,"NO",NA,5,"2017-11-30"
"272",272,"2017-18",21700320,"12/1/2017","DET","WAS",12,"Friday","R",2,"NO","NO","EAST",15819,"NO",NA,2,"2017-12-01"
"273",273,"2017-18",21700321,"12/1/2017","CHA","MIA",12,"Friday","R",2,"NO","NO","CENTRAL",12229,"NO",NA,10,"2017-12-01"
"274",274,"2017-18",21700330,"12/2/2017","DET","PHI",12,"Saturday","R",1,"NO","NO","CENTRAL",15363.5,"YES",NA,3,"2017-12-02"
"275",275,"2017-18",21700329,"12/2/2017","MEM","CLE",12,"Saturday","R",1,"YES","YES","MOUNTAIN",21114.5,"YES",NA,2,"2017-12-02"
"276",276,"2017-18",21700327,"12/2/2017","LAC","DAL",12,"Saturday","R",1,"NO","YES","CENTRAL",16066,"YES",NA,9,"2017-12-02"
"277",277,"2017-18",21700328,"12/2/2017","ATL","BKN",12,"Saturday","R",2,"NO","NO","EAST",6802,"YES",NA,9,"2017-12-02"
"278",278,"2017-18",21700334,"12/3/2017","ORL","NYK",12,"Sunday","R",1,"NO","NO","EAST",6099.5,"YES",NA,5,"2017-12-03"
"279",279,"2017-18",21700343,"12/4/2017","MIL","BOS",12,"Monday","R",1,"NO","NO","CENTRAL",16080,"NO",NA,1,"2017-12-04"
"280",280,"2017-18",21700345,"12/4/2017","MIN","MEM",12,"Monday","R",0,"NO","NO","CENTRAL",17426.5,"NO",NA,5,"2017-12-04"
"281",281,"2017-18",21700354,"12/6/2017","CHI","IND",12,"Wednesday","R",3,"NO","NO","CENTRAL",14318,"NO",NA,7,"2017-12-06"
"282",282,"2017-18",21700374,"12/8/2017","BOS","SAS",12,"Friday","R",3,"NO","NO","CENTRAL",13996,"NO",NA,1,"2017-12-08"
"283",283,"2017-18",21700372,"12/8/2017","DAL","MIL",12,"Friday","R",0,"NO","NO","PACIFIC",12673,"NO",NA,8,"2017-12-08"
"284",284,"2017-18",21700373,"12/8/2017","SAC","NOP",12,"Friday","R",2,"NO","NO","PACIFIC",3816,"NO",NA,8,"2017-12-08"
"285",285,"2017-18",21700371,"12/8/2017","TOR","MEM",12,"Friday","R",2,"NO","NO","EAST",11159,"NO",NA,5,"2017-12-08"
"286",286,"2017-18",21700370,"12/8/2017","DEN","ORL",12,"Friday","R",0,"NO","NO","EAST",8331,"NO",NA,8,"2017-12-08"
"287",287,"2017-18",21700384,"12/9/2017","HOU","POR",12,"Saturday","R",1,"NO","NO","EAST",16127,"YES",NA,1,"2017-12-09"
"288",288,"2017-18",21700385,"12/10/2017","TOR","SAC",12,"Sunday","R",3,"NO","NO","CENTRAL",11799.25,"YES",NA,2,"2017-12-10"
"289",289,"2017-18",21700388,"12/10/2017","DAL","MIN",12,"Sunday","R",0,"NO","NO","CENTRAL",14194,"YES",NA,3,"2017-12-10"
"290",290,"2017-18",21700394,"12/11/2017","CHA","OKC",12,"Monday","R",2,"NO","YES","CENTRAL",18937,"NO",NA,7,"2017-12-11"
"291",291,"2017-18",21700397,"12/12/2017","ATL","CLE",12,"Tuesday","R",3,"YES","YES","MOUNTAIN",44960,"NO",NA,1,"2017-12-12"
"292",292,"2017-18",21700415,"12/14/2017","LAL","CLE",12,"Thursday","R",2,"YES","YES","EAST",32129,"NO",NA,2,"2017-12-14"
"293",293,"2017-18",21700421,"12/15/2017","OKC","PHI",12,"Friday","R",2,"NO","YES","CENTRAL",42455,"NO",NA,11,"2017-12-15"
"294",294,"2017-18",21700418,"12/15/2017","MIA","CHA",12,"Friday","R",2,"NO","NO","CENTRAL",10648,"NO",NA,13,"2017-12-15"
"295",295,"2017-18",21700430,"12/16/2017","UTA","CLE",12,"Saturday","R",1,"YES","YES","MOUNTAIN",26869,"YES",NA,3,"2017-12-16"
"296",296,"2017-18",21700433,"12/16/2017","MIL","HOU",12,"Saturday","R",1,"NO","NO","PACIFIC",17294,"YES",NA,2,"2017-12-16"
"297",297,"2017-18",21700436,"12/16/2017","BOS","MEM",12,"Saturday","R",1,"NO","NO","EAST",10935,"YES",NA,1,"2017-12-16"
"298",298,"2017-18",21700441,"12/18/2017","NYK","CHA",12,"Monday","R",1,"NO","NO","EAST",18252.5,"NO",NA,7,"2017-12-18"
"299",299,"2017-18",21700459,"12/20/2017","LAL","HOU",12,"Wednesday","R",2,"NO","NO","EAST",11582.5,"NO",NA,2,"2017-12-20"
"300",300,"2017-18",21700457,"12/20/2017","SAC","BKN",12,"Wednesday","R",1,"NO","NO","CENTRAL",9640,"NO",NA,14,"2017-12-20"
"301",301,"2017-18",21700478,"12/22/2017","DEN","POR",12,"Friday","R",0,"NO","NO","CENTRAL",12940,"NO",NA,6,"2017-12-22"
"302",302,"2017-18",21700480,"12/23/2017","PHI","TOR",12,"Saturday","R",2,"NO","NO","PACIFIC",9669,"YES",NA,3,"2017-12-23"
"303",303,"2017-18",21700490,"12/23/2017","MIN","PHX",12,"Saturday","R",0,"NO","NO","PACIFIC",13776,"YES",NA,5,"2017-12-23"
"304",304,"2017-18",21700493,"12/25/2017","PHI","NYK",12,"Monday","C",1,"NO","NO","EAST",14488,"NO",NA,8,"2017-12-25"
"305",305,"2017-18",21700520,"12/28/2017","PHI","POR",12,"Thursday","R",0,"NO","NO","CENTRAL",12052,"NO",NA,6,"2017-12-28"
"306",306,"2017-18",21700516,"12/28/2017","DET","ORL",12,"Thursday","R",1,"NO","NO","CENTRAL",3723,"NO",NA,5,"2017-12-28"
"307",307,"2017-18",21700526,"12/29/2017","MIL","OKC",12,"Friday","R",2,"NO","YES","MOUNTAIN",15652,"NO",NA,4,"2017-12-29"
"308",308,"2017-18",21700521,"12/29/2017","HOU","WAS",12,"Friday","R",2,"NO","NO","PACIFIC",20057,"NO",NA,2,"2017-12-29"
"309",309,"2017-18",21700528,"12/29/2017","CHA","GSW",12,"Friday","R",3,"NO","YES","EAST",30412,"NO",NA,1,"2017-12-29"
"310",310,"2017-18",21700529,"12/29/2017","LAC","LAL",12,"Friday","R",2,"NO","YES","EAST",16723,"NO",NA,10,"2017-12-29"
"311",311,"2017-18",21700525,"12/29/2017","DAL","NOP",12,"Friday","R",1,"NO","NO","EAST",7017.5,"NO",NA,7,"2017-12-29"
"312",312,"2017-18",21700524,"12/29/2017","IND","CHI",12,"Friday","R",3,"NO","NO","CENTRAL",11375,"NO",NA,5,"2017-12-29"
"313",313,"2017-18",21700535,"12/30/2017","MEM","GSW",12,"Saturday","R",3,"NO","YES","CENTRAL",25033,"YES",NA,1,"2017-12-30"
"314",314,"2017-18",21700540,"12/31/2017","LAL","HOU",12,"Sunday","R",2,"NO","NO","CENTRAL",11582.5,"YES",NA,2,"2017-12-31"
"315",315,"2017-18",21700538,"12/31/2017","MIN","IND",12,"Sunday","R",1,"NO","NO","CENTRAL",11865,"YES",NA,3,"2017-12-31"
"316",316,"2017-18",21700553,"1/2/2018","MEM","LAC",1,"Tuesday","R",1,"NO","YES","CENTRAL",18677,"NO",NA,5,"2018-01-02"
"317",317,"2017-18",21700559,"1/3/2018","CLE","BOS",1,"Wednesday","R",2,"YES","YES","MOUNTAIN",34180,"NO",NA,1,"2018-01-03"
"318",318,"2017-18",21700562,"1/3/2018","GSW","DAL",1,"Wednesday","R",3,"NO","YES","MOUNTAIN",29958.5,"NO",NA,2,"2018-01-03"
"319",319,"2017-18",21700555,"1/3/2018","SAS","PHI",1,"Wednesday","R",2,"NO","NO","PACIFIC",14124,"NO",NA,3,"2018-01-03"
"320",320,"2017-18",21700561,"1/3/2018","IND","MIL",1,"Wednesday","R",1,"NO","NO","EAST",8077.5,"NO",NA,11,"2018-01-03"
"321",321,"2017-18",21700567,"1/4/2018","OKC","LAC",1,"Thursday","R",3,"NO","YES","EAST",27050.5,"NO",NA,3,"2018-01-04"
"322",322,"2017-18",21700571,"1/5/2018","TOR","MIL",1,"Friday","R",2,"NO","NO","EAST",14603,"NO",NA,2,"2018-01-05"
"323",323,"2017-18",21700574,"1/5/2018","UTA","DEN",1,"Friday","R",0,"NO","NO","CENTRAL",7274,"NO",NA,6,"2018-01-05"
"324",324,"2017-18",21700583,"1/6/2018","MIL","WAS",1,"Saturday","R",1,"NO","NO","CENTRAL",15249,"YES",NA,6,"2018-01-06"
"325",325,"2017-18",21700593,"1/8/2018","HOU","CHI",1,"Monday","R",3,"NO","NO","EAST",14459,"NO",NA,2,"2018-01-08"
"326",326,"2017-18",21700603,"1/10/2018","DAL","CHA",1,"Wednesday","R",0,"NO","NO","MOUNTAIN",11771.5,"NO",NA,16,"2018-01-10"
"327",327,"2017-18",21700609,"1/10/2018","NOP","MEM",1,"Wednesday","R",1,"NO","NO","CENTRAL",11902,"NO",NA,12,"2018-01-10"
"328",328,"2017-18",21700610,"1/10/2018","ORL","MIL",1,"Wednesday","R",0,"NO","NO","EAST",6816,"NO",NA,8,"2018-01-10"
"329",329,"2017-18",21700614,"1/11/2018","BOS","PHI",1,"Thursday","R",1,"NO","NO","EAST",17192,"NO",NA,1,"2018-01-11"
"330",330,"2017-18",21700617,"1/11/2018","SAS","LAL",1,"Thursday","R",3,"NO","NO","EAST",23835,"NO",NA,2,"2018-01-11"
"331",331,"2017-18",21700626,"1/12/2018","HOU","PHX",1,"Friday","R",1,"NO","NO","CENTRAL",9775,"NO",NA,2,"2018-01-12"
"332",332,"2017-18",21700618,"1/12/2018","UTA","CHA",1,"Friday","R",0,"NO","NO","MOUNTAIN",9833,"NO",NA,12,"2018-01-12"
"333",333,"2017-18",21700623,"1/12/2018","NYK","MIN",1,"Friday","R",1,"NO","NO","PACIFIC",23718,"NO",NA,3,"2018-01-12"
"334",334,"2017-18",21700620,"1/12/2018","ORL","WAS",1,"Friday","R",1,"NO","NO","EAST",10534,"NO",NA,5,"2018-01-12"
"335",335,"2017-18",21700631,"1/13/2018","GSW","TOR",1,"Saturday","R",5,"NO","YES","CENTRAL",39188,"YES",NA,1,"2018-01-13"
"336",336,"2017-18",21700635,"1/14/2018","NOP","NYK",1,"Sunday","R",2,"NO","NO","EAST",20937,"YES",NA,6,"2018-01-14"
"337",337,"2017-18",21700634,"1/14/2018","MIL","MIA",1,"Sunday","R",2,"NO","NO","CENTRAL",12628.25,"YES",NA,2,"2018-01-14"
"338",338,"2017-18",21700646,"1/15/2018","GSW","CLE",1,"Monday","R",4,"YES","YES","CENTRAL",70992,"NO",NA,1,"2018-01-15"
"339",339,"2017-18",21700644,"1/15/2018","MIA","CHI",1,"Monday","R",4,"NO","NO","EAST",15038.5,"NO",NA,6,"2018-01-15"
"340",340,"2017-18",21700650,"1/16/2018","NOP","BOS",1,"Tuesday","R",2,"NO","NO","CENTRAL",13719,"NO",NA,1,"2018-01-16"
"341",341,"2017-18",21700659,"1/17/2018","MIA","MIL",1,"Wednesday","R",2,"NO","NO","CENTRAL",8281,"NO",NA,4,"2018-01-17"
"342",342,"2017-18",21700655,"1/17/2018","SAS","BKN",1,"Wednesday","R",2,"NO","NO","CENTRAL",11031,"NO",NA,2,"2018-01-17"
"343",343,"2017-18",21700656,"1/17/2018","DET","TOR",1,"Wednesday","R",3,"NO","NO","MOUNTAIN",14887,"NO",NA,2,"2018-01-17"
"344",344,"2017-18",21700671,"1/19/2018","PHX","DEN",1,"Friday","R",0,"NO","NO","EAST",5180.5,"NO",NA,6,"2018-01-19"
"345",345,"2017-18",21700670,"1/19/2018","SAC","MEM",1,"Friday","R",1,"NO","NO","EAST",5473.5,"NO",NA,12,"2018-01-19"
"346",346,"2017-18",21700679,"1/20/2018","GSW","HOU",1,"Saturday","R",4,"NO","YES","EAST",51488,"YES",NA,1,"2018-01-20"
"347",347,"2017-18",21700678,"1/20/2018","MIL","PHI",1,"Saturday","R",0,"NO","NO","EAST",7353,"YES",NA,9,"2018-01-20"
"348",348,"2017-18",21700684,"1/21/2018","NYK","LAL",1,"Sunday","R",2,"NO","NO","EAST",26368,"YES",NA,5,"2018-01-21"
"349",349,"2017-18",21700685,"1/21/2018","BKN","DET",1,"Sunday","R",1,"NO","NO","CENTRAL",11918.5,"YES",NA,4,"2018-01-21"
"350",350,"2017-18",21700690,"1/22/2018","PHI","MEM",1,"Monday","R",0,"NO","NO","CENTRAL",13211,"NO",NA,10,"2018-01-22"
"351",351,"2017-18",21700687,"1/22/2018","SAC","CHA",1,"Monday","R",1,"NO","NO","CENTRAL",12867.25,"NO",NA,12,"2018-01-22"
"352",352,"2017-18",21700691,"1/22/2018","PHX","MIL",1,"Monday","R",0,"NO","NO","PACIFIC",14179,"NO",NA,7,"2018-01-22"
"353",353,"2017-18",21700693,"1/22/2018","WAS","DAL",1,"Monday","R",1,"NO","NO","EAST",6280,"NO",NA,4,"2018-01-22"
"354",354,"2017-18",21700699,"1/23/2018","NYK","GSW",1,"Tuesday","R",4,"NO","YES","EAST",31120,"NO",NA,1,"2018-01-23"
"355",355,"2017-18",21700696,"1/23/2018","SAC","ORL",1,"Tuesday","R",1,"NO","NO","EAST",19494,"NO",NA,9,"2018-01-23"
"356",356,"2017-18",21700706,"1/24/2018","HOU","DAL",1,"Wednesday","R",1,"NO","NO","CENTRAL",12867.5,"NO",NA,2,"2018-01-24"
"357",357,"2017-18",21700716,"1/26/2018","UTA","TOR",1,"Friday","R",2,"NO","NO","CENTRAL",9235,"NO",NA,2,"2018-01-26"
