"","Game_ID","Home_Team","Away_Team","Game_Date","Tot_Viewers","Month","Day","gameType","All_Star_Count","Is_Lebron_Playing","Has_Top_Five_Player","Time_Zone_Of_Game","Median_Views_Per_Matchup","Predicted_Average_Views_Per_Matchup_All","Is_Sat_or_Sun","Predicted_Average_Views_Per_Matchup_By_Month","revisedDate","bestRankAmongTeams","medianDeviation","averageDeviation","monthAverageDeviation"
"429",21600524,"DAL","WAS","1/3/2017",6280,1,"Tuesday","R",1,"NO","NO","CENTRAL",6280,12483.2945736434,"NO",12709.04,"2017-01-03",7,0,0.987785760134301,1.02373248407643
"430",21600525,"SAS","TOR","1/3/2017",13106,1,"Tuesday","R",4,"NO","NO","CENTRAL",19896.5,19676.1617647059,"NO",19702.4556962025,"2017-01-03",1,0.518121471081947,0.501309458622454,0.503315710071916
"431",21600526,"DEN","SAC","1/3/2017",5507,1,"Tuesday","R",1,"NO","NO","MOUNTAIN",6106,12570.0833333333,"NO",12533.6329113924,"2017-01-03",9,0.108770655529326,1.28256461473276,1.27594568937578
"432",21600527,"PHX","MIA","1/3/2017",4519,1,"Tuesday","R",2,"NO","NO","MOUNTAIN",4519,12174.5109489051,"NO",12373.4487179487,"2017-01-03",13,0,1.69407190725937,1.73809442751687
"433",21600528,"LAL","MEM","1/3/2017",12979,1,"Tuesday","R",1,"NO","NO","PACIFIC",14746,21512,"NO",21204.0375,"2017-01-03",3,0.136143000231143,0.657446644579706,0.633718892056399
"434",21600529,"CHA","OKC","1/4/2017",14307,1,"Wednesday","R",2,"NO","YES","EAST",18164.5,13155.2125984252,"NO",13917.6621621622,"2017-01-04",5,0.269623261340602,0.0805051654137698,0.027213101127968
"435",21600530,"ORL","ATL","1/4/2017",4347,1,"Wednesday","R",2,"NO","NO","EAST",9775.5,12284.847826087,"NO",12573.0348837209,"2017-01-04",7,1.2487922705314,1.82605194987048,1.89234756929398
"436",21600531,"NYK","MIL","1/4/2017",20377,1,"Wednesday","R",1,"NO","NO","EAST",10751,17971.8489208633,"NO",18110.6627906977,"2017-01-04",8,0.472395347695932,0.118032638717019,0.111220356740557
"437",21600532,"CLE","CHI","1/4/2017",20074,1,"Wednesday","R",3,"YES","YES","EAST",30816,34747.8294573643,"NO",34935.0779220779,"2017-01-04",2,0.535120055793564,0.730986821628193,0.740314731596987
"438",21600533,"LAC","MEM","1/4/2017",6437,1,"Wednesday","R",1,"NO","NO","PACIFIC",18677,15720.2028985507,"NO",15325.175,"2017-01-04",3,1.9015069131583,1.44216294835338,1.38079462482523
"439",21600534,"GSW","POR","1/4/2017",19689,1,"Wednesday","R",3,"NO","YES","PACIFIC",25391,34576.3823529412,"NO",32756.0921052632,"2017-01-04",1,0.28960333180964,0.756126890798983,0.663674747588154
"440",21600536,"IND","BKN","1/5/2017",6150,1,"Thursday","R",1,"NO","NO","EAST",9598.5,13494.3043478261,"NO",14033.6543209877,"2017-01-05",8,0.560731707317073,1.19419582891481,1.28189501154271
"441",21600537,"TOR","UTA","1/5/2017",9235,1,"Thursday","R",2,"NO","NO","EAST",9235,16713.4820143885,"NO",16555.8941176471,"2017-01-05",3,0,0.80979772760027,0.792733526545431
"442",21600538,"DET","CHA","1/5/2017",7023,1,"Thursday","R",1,"NO","NO","EAST",11162.5,13128.0454545455,"NO",14080.2467532468,"2017-01-05",6,0.589420475580236,0.869293101886011,1.00487637095924
"443",21600540,"HOU","OKC","1/5/2017",26059,1,"Thursday","R",3,"NO","YES","CENTRAL",28523,19868.5259259259,"NO",18336.6463414634,"2017-01-05",2,0.0945546644153651,0.237556087112862,0.296341135827798
"444",21600542,"POR","LAL","1/5/2017",10563,1,"Thursday","R",1,"NO","NO","PACIFIC",12839,15273.7313432836,"NO",15603.8101265823,"2017-01-05",10,0.215469090220581,0.445965288581235,0.477213871682503
"445",21600543,"DEN","SAS","1/5/2017",6463,1,"Thursday","R",2,"NO","NO","MOUNTAIN",11946,12570.0833333333,"NO",12533.6329113924,"2017-01-05",1,0.848367631131054,0.944930115013668,0.93929025396757
"446",21600544,"WAS","MIN","1/6/2017",13273,1,"Friday","R",1,"NO","NO","EAST",12825.5,15338.3970588235,"NO",14832.4210526316,"2017-01-06",8,0.0337150606494387,0.155608909728285,0.117488213111699
"447",21600545,"ORL","HOU","1/6/2017",16296,1,"Friday","R",1,"NO","YES","EAST",14242,12284.847826087,"NO",12573.0348837209,"2017-01-06",2,0.126043200785469,0.246143358733005,0.228458831386786
"448",21600546,"BOS","PHI","1/6/2017",18680,1,"Friday","R",1,"NO","NO","EAST",23642.5,22926.25,"NO",22936.9066666667,"2017-01-06",6,0.265658458244111,0.227315310492505,0.2278857958601
"449",21600547,"BKN","CLE","1/6/2017",24573,1,"Friday","R",1,"YES","YES","EAST",24573,12836.2480620155,"NO",12807.9444444444,"2017-01-06",3,0,0.477627963129634,0.478779780879647
"450",21600548,"MIL","NYK","1/6/2017",27051,1,"Friday","R",1,"NO","NO","CENTRAL",13398,15740.7731092437,"NO",16816.4117647059,"2017-01-06",7,0.504713319285794,0.418107533575702,0.378344173424055
"451",21600549,"LAL","MIA","1/6/2017",18315,1,"Friday","R",3,"NO","NO","PACIFIC",21358.5,21512,"NO",21204.0375,"2017-01-06",12,0.166175266175266,0.174556374556375,0.157741605241605
"452",21600550,"GSW","MEM","1/6/2017",44040,1,"Friday","R",3,"NO","YES","PACIFIC",25033,34576.3823529412,"NO",32756.0921052632,"2017-01-06",1,0.431584922797457,0.214886867553561,0.256219525311917
"453",21600551,"SAC","LAC","1/6/2017",11385,1,"Friday","R",2,"NO","NO","PACIFIC",12332,12237.7954545455,"NO",11953.3815789474,"2017-01-06",4,0.0831796223100571,0.074905178264862,0.0499237223493516
"454",21600553,"BOS","NOP","1/7/2017",13719,1,"Saturday","R",2,"NO","YES","EAST",13719,22926.25,"YES",22936.9066666667,"2017-01-07",3,0,0.671131277789926,0.671908059382365
"455",21600554,"CHI","TOR","1/7/2017",29158,1,"Saturday","R",4,"NO","NO","CENTRAL",6898,16182.1640625,"YES",15749.6933333333,"2017-01-07",2,0.763426846834488,0.445018037502572,0.459850012575165
"456",21600555,"OKC","DEN","1/7/2017",17459,1,"Saturday","R",2,"NO","YES","CENTRAL",17459,25807.0962962963,"YES",26759.843373494,"2017-01-07",5,0,0.478154321341216,0.532724862448822
"457",21600556,"MIN","UTA","1/7/2017",14727,1,"Saturday","R",0,"NO","NO","CENTRAL",14510,16818.802919708,"YES",16698.2470588235,"2017-01-07",3,0.0147348407686562,0.142038631065935,0.133852587684086
"458",21600557,"DAL","ATL","1/7/2017",8134,1,"Saturday","R",2,"NO","NO","CENTRAL",11858,12483.2945736434,"YES",12709.04,"2017-01-07",6,0.457831325301205,0.534705504504968,0.562458814851242
"459",21600558,"SAS","CHA","1/7/2017",12815,1,"Saturday","R",2,"NO","NO","CENTRAL",12263.5,19676.1617647059,"YES",19702.4556962025,"2017-01-07",1,0.0430355052672649,0.535400840008262,0.537452648942843
"460",21600559,"POR","DET","1/8/2017",17354,1,"Sunday","R",1,"NO","NO","PACIFIC",17354,15273.7313432836,"YES",15603.8101265823,"2017-01-08",9,0,0.119872574433354,0.100852245788736
"461",21600560,"BKN","PHI","1/8/2017",15482,1,"Sunday","R",0,"NO","NO","EAST",9117,12836.2480620155,"YES",12807.9444444444,"2017-01-08",17,0.411122593980106,0.170892128793728,0.172720291664872
"462",21600561,"LAC","MIA","1/8/2017",14475,1,"Sunday","R",3,"NO","NO","PACIFIC",20705,15720.2028985507,"YES",15325.175,"2017-01-08",4,0.430397236614853,0.086024379865335,0.05873402417962
"463",21600562,"MIL","WAS","1/8/2017",17491,1,"Sunday","R",1,"NO","NO","CENTRAL",11757,15740.7731092437,"YES",16816.4117647059,"2017-01-08",8,0.327825738951461,0.100064426891333,0.0385677339942896
"464",21600563,"TOR","HOU","1/8/2017",26191,1,"Sunday","R",3,"NO","YES","EAST",26191,16713.4820143885,"YES",16555.8941176471,"2017-01-08",2,0,0.361861631308904,0.367878503392499
"465",21600565,"PHX","CLE","1/8/2017",26980,1,"Sunday","R",1,"YES","YES","MOUNTAIN",26980,12174.5109489051,"YES",12373.4487179487,"2017-01-08",3,0,0.54875793369514,0.541384406302864
"466",21600566,"SAC","GSW","1/8/2017",31344,1,"Sunday","R",4,"NO","YES","PACIFIC",31344,12237.7954545455,"YES",11953.3815789474,"2017-01-08",1,0,0.609564974012715,0.618638923591521
"467",21600567,"LAL","ORL","1/8/2017",12844,1,"Sunday","R",1,"NO","NO","PACIFIC",14741,21512,"YES",21204.0375,"2017-01-08",11,0.14769542198692,0.674867642478978,0.650890493615696
"468",21600568,"NYK","NOP","1/9/2017",20937,1,"Monday","R",2,"NO","YES","EAST",20937,17971.8489208633,"NO",18110.6627906977,"2017-01-09",3,0,0.141622538049228,0.134992463547897
"469",21600569,"CHI","OKC","1/9/2017",24980,1,"Monday","R",4,"NO","YES","CENTRAL",22312.5,16182.1640625,"NO",15749.6933333333,"2017-01-09",1,0.106785428342674,0.352195193654924,0.369507872965039
"470",21600570,"MIN","DAL","1/9/2017",15614,1,"Monday","R",0,"NO","NO","CENTRAL",14194,16818.802919708,"NO",16698.2470588235,"2017-01-09",5,0.0909440245933137,0.0771617087042416,0.0694406980161093
"471",21600571,"WAS","CHI","1/10/2017",23240,1,"Tuesday","R",3,"NO","NO","EAST",15693,15338.3970588235,"NO",14832.4210526316,"2017-01-10",10,0.32474182444062,0.340000126556647,0.36177189962859
"472",21600572,"TOR","BOS","1/10/2017",20104,1,"Tuesday","R",3,"NO","NO","EAST",22178,16713.4820143885,"NO",16555.8941176471,"2017-01-10",5,0.10316354954238,0.168648924871245,0.176487558811826
"473",21600573,"BKN","ATL","1/10/2017",6802,1,"Tuesday","R",2,"NO","NO","EAST",6802,12836.2480620155,"NO",12807.9444444444,"2017-01-10",8,0,0.887128500737357,0.882967427880689
"474",21600574,"HOU","CHA","1/10/2017",18094,1,"Tuesday","R",1,"NO","YES","CENTRAL",16612,19868.5259259259,"NO",18336.6463414634,"2017-01-10",2,0.0819056040676467,0.098072616664415,0.0134103206291266
"475",21600575,"SAS","MIL","1/10/2017",25773,1,"Tuesday","R",2,"NO","NO","CENTRAL",25195,19676.1617647059,"NO",19702.4556962025,"2017-01-10",2,0.0224265704419354,0.236559121378734,0.235538909083051
"476",21600576,"UTA","CLE","1/10/2017",32122,1,"Tuesday","R",1,"YES","YES","MOUNTAIN",32527.5,12989.6086956522,"NO",11999.5853658537,"2017-01-10",4,0.0126237469646971,0.595616440581154,0.626437165623135
"477",21600577,"LAL","POR","1/10/2017",13288,1,"Tuesday","R",1,"NO","NO","PACIFIC",16468,21512,"NO",21204.0375,"2017-01-10",14,0.239313666465984,0.618904274533414,0.595728288681517
"478",21600578,"GSW","MIA","1/10/2017",29024,1,"Tuesday","R",5,"NO","YES","PACIFIC",30013.5,34576.3823529412,"NO",32756.0921052632,"2017-01-10",1,0.0340924751929438,0.191303140605746,0.128586414872628
"479",21600579,"SAC","DET","1/10/2017",7928,1,"Tuesday","R",2,"NO","NO","PACIFIC",6139,12237.7954545455,"NO",11953.3815789474,"2017-01-10",11,0.225655903128153,0.543616984680305,0.507742378777418
"480",21600580,"PHI","NYK","1/11/2017",31674,1,"Wednesday","R",1,"NO","NO","EAST",16395,19598.6,"NO",20880.0597014925,"2017-01-11",8,0.482383027088464,0.381240133863737,0.340782354565494
"481",21600582,"MIN","HOU","1/11/2017",19790,1,"Wednesday","R",1,"NO","YES","CENTRAL",20273,16818.802919708,"NO",16698.2470588235,"2017-01-11",1,0.0244062657908034,0.150136285007174,0.156228041494516
"482",21600583,"BOS","WAS","1/11/2017",12743,1,"Wednesday","R",2,"NO","NO","EAST",23289.5,22926.25,"NO",22936.9066666667,"2017-01-11",5,0.827630856156321,0.799125009809307,0.799961285934761
"483",21600584,"LAC","ORL","1/11/2017",11320,1,"Wednesday","R",1,"NO","NO","PACIFIC",10422,15720.2028985507,"NO",15325.175,"2017-01-11",3,0.0793286219081272,0.388710503405541,0.353814045936396
"484",21600587,"NYK","CHI","1/12/2017",28760,1,"Thursday","R",3,"NO","NO","EAST",14345,17971.8489208633,"NO",18110.6627906977,"2017-01-12",4,0.501216968011127,0.375109564643139,0.370282934954879
"485",21600588,"SAS","LAL","1/12/2017",19917,1,"Thursday","R",3,"NO","NO","CENTRAL",17186,19676.1617647059,"NO",19702.4556962025,"2017-01-12",2,0.137119044032736,0.0120920939546176,0.0107719186522804
"486",21600589,"DEN","IND","1/12/2017",16412,1,"Thursday","R",1,"NO","NO","MOUNTAIN",11501.5,12570.0833333333,"NO",12533.6329113924,"2017-01-12",3,0.299201803558372,0.23409192460801,0.236312886217865
"487",21600590,"GSW","DET","1/12/2017",33819,1,"Thursday","R",4,"NO","YES","PACIFIC",34926,34576.3823529412,"NO",32756.0921052632,"2017-01-12",1,0.0327330790384104,0.0223951729188082,0.0314293117696219
"488",21600592,"TOR","BKN","1/13/2017",12701,1,"Friday","R",2,"NO","NO","EAST",7929.5,16713.4820143885,"NO",16555.8941176471,"2017-01-13",3,0.375679080387371,0.315918590220336,0.303511071383911
"489",21600595,"HOU","MEM","1/13/2017",21550,1,"Friday","R",1,"NO","YES","CENTRAL",18800.5,19868.5259259259,"NO",18336.6463414634,"2017-01-13",1,0.127587006960557,0.0780266391681705,0.149111538679192
"490",21600596,"MIN","OKC","1/13/2017",21943,1,"Friday","R",2,"NO","YES","CENTRAL",20542.5,16818.802919708,"NO",16698.2470588235,"2017-01-13",4,0.0638244542678759,0.23352308619113,0.239017132624366
"491",21600597,"ATL","BOS","1/13/2017",18851,1,"Friday","R",3,"NO","NO","EAST",18851,12830.5214285714,"NO",12366.1219512195,"2017-01-13",4,0,0.319371840826936,0.3440071109639
"492",21600598,"POR","ORL","1/13/2017",10438,1,"Friday","R",0,"NO","NO","PACIFIC",10078.5,15273.7313432836,"NO",15603.8101265823,"2017-01-13",11,0.0344414638819697,0.463281408630349,0.494904208333232
"493",21600599,"SAC","CLE","1/13/2017",25402,1,"Friday","R",2,"YES","YES","PACIFIC",24574.5,12237.7954545455,"NO",11953.3815789474,"2017-01-13",2,0.0325761751043225,0.518234963603439,0.529431478665169
"494",21600601,"LAC","LAL","1/14/2017",21440,1,"Saturday","R",2,"NO","NO","PACIFIC",17610.5,15720.2028985507,"YES",15325.175,"2017-01-14",2,0.17861473880597,0.266781581224313,0.285206389925373
"495",21600602,"CHI","NOP","1/14/2017",20597,1,"Saturday","R",3,"NO","YES","CENTRAL",21325.5,16182.1640625,"YES",15749.6933333333,"2017-01-14",4,0.0353692285284265,0.214343639243579,0.235340421744267
"496",21600604,"UTA","ORL","1/14/2017",13190,1,"Saturday","R",0,"NO","NO","MOUNTAIN",10271,12989.6086956522,"YES",11999.5853658537,"2017-01-14",3,0.221304018195603,0.0151926690180308,0.0902512990254998
"497",21600605,"PHX","SAS","1/14/2017",24841,1,"Saturday","R",2,"NO","NO","MOUNTAIN",13074.5,12174.5109489051,"YES",12373.4487179487,"2017-01-14",1,0.47367255746548,0.509902542212266,0.501894097743701
"498",21600606,"TOR","NYK","1/15/2017",20779,1,"Sunday","R",3,"NO","NO","EAST",16347.5,16713.4820143885,"YES",16555.8941176471,"2017-01-15",2,0.213268203474662,0.19565513189333,0.203239130003992
"499",21600608,"DAL","MIN","1/15/2017",17629,1,"Sunday","R",0,"NO","NO","CENTRAL",10003,12483.2945736434,"YES",12709.04,"2017-01-15",12,0.432582676272052,0.291888673569493,0.279083328606274
"500",21600609,"BKN","HOU","1/15/2017",16884,1,"Sunday","R",1,"NO","YES","EAST",13807.5,12836.2480620155,"YES",12807.9444444444,"2017-01-15",1,0.182213930348259,0.239738920752458,0.24141527810682
"501",21600612,"LAL","DET","1/15/2017",13972,1,"Sunday","R",2,"NO","NO","PACIFIC",13972,21512,"YES",21204.0375,"2017-01-15",8,0,0.539650730031492,0.517609325794446
"502",21600613,"NYK","ATL","1/16/2017",28573,1,"Monday","R",3,"NO","NO","EAST",19835,17971.8489208633,"NO",18110.6627906977,"2017-01-16",7,0.305813180275085,0.371019881676292,0.366161663434092
"503",21600614,"WAS","POR","1/16/2017",12288,1,"Monday","R",1,"NO","NO","EAST",12033,15338.3970588235,"NO",14832.4210526316,"2017-01-16",8,0.020751953125,0.248241948146446,0.207065515350877
"504",21600615,"MIL","PHI","1/16/2017",20415,1,"Monday","R",0,"NO","NO","CENTRAL",18485.5,15740.7731092437,"NO",16816.4117647059,"2017-01-16",8,0.0945138378643155,0.22896041590773,0.176271772485629
"505",21600616,"IND","NOP","1/16/2017",14409,1,"Monday","R",2,"NO","YES","EAST",14281,13494.3043478261,"NO",14033.6543209877,"2017-01-16",8,0.00888333680338677,0.06348085586605,0.0260493912840826
"506",21600617,"DEN","ORL","1/16/2017",10163,1,"Monday","R",0,"NO","NO","MOUNTAIN",8033.5,12570.0833333333,"NO",12533.6329113924,"2017-01-16",14,0.209534586244219,0.23684771556955,0.233261134644535
"507",21600619,"GSW","CLE","1/16/2017",67876,1,"Monday","R",4,"YES","YES","PACIFIC",78561,34576.3823529412,"NO",32756.0921052632,"2017-01-16",1,0.157419411868702,0.490594873697018,0.517412751115812
"508",21600620,"PHX","UTA","1/16/2017",11823,1,"Monday","R",0,"NO","NO","MOUNTAIN",9024,12174.5109489051,"NO",12373.4487179487,"2017-01-16",4,0.23674194366912,0.0297311129920587,0.0465574488665075
"509",21600621,"LAC","OKC","1/16/2017",21838,1,"Monday","R",3,"NO","YES","PACIFIC",27050.5,15720.2028985507,"NO",15325.175,"2017-01-16",3,0.238689440424947,0.280144569166099,0.298233583661507
"510",21600622,"BKN","TOR","1/17/2017",11563,1,"Tuesday","R",2,"NO","NO","EAST",11695,12836.2480620155,"NO",12807.9444444444,"2017-01-17",3,0.0114157225633486,0.110113989623411,0.107666215034545
"511",21600624,"CHI","DAL","1/17/2017",23052,1,"Tuesday","R",2,"NO","NO","CENTRAL",14402.5,16182.1640625,"NO",15749.6933333333,"2017-01-17",4,0.37521690091966,0.298014746551275,0.316775406327723
"512",21600625,"SAS","MIN","1/17/2017",24168,1,"Tuesday","R",2,"NO","NO","CENTRAL",21270.5,19676.1617647059,"NO",19702.4556962025,"2017-01-17",2,0.119889937106918,0.185858914072084,0.184770949346138
"513",21600626,"LAL","DEN","1/17/2017",15236,1,"Tuesday","R",1,"NO","NO","PACIFIC",15440,21512,"NO",21204.0375,"2017-01-17",5,0.0133893410343922,0.411919138881596,0.391706320556576
"514",21600627,"PHI","TOR","1/18/2017",21873,1,"Wednesday","R",2,"NO","NO","EAST",23366,19598.6,"NO",20880.0597014925,"2017-01-18",3,0.0682576692726192,0.10398207836145,0.0453957069678354
"515",21600629,"CHA","POR","1/18/2017",6870,1,"Wednesday","R",0,"NO","NO","EAST",10413.5,13155.2125984252,"NO",13917.6621621622,"2017-01-18",10,0.515793304221252,0.914878107485472,1.02586057673394
"516",21600630,"BOS","NYK","1/18/2017",23562,1,"Wednesday","R",2,"NO","NO","EAST",24807.5,22926.25,"NO",22936.9066666667,"2017-01-18",4,0.0528605381546558,0.0269820049231814,0.0265297230003113
"517",21600632,"HOU","MIL","1/18/2017",17294,1,"Wednesday","R",1,"NO","YES","CENTRAL",17294,19868.5259259259,"NO",18336.6463414634,"2017-01-18",2,0,0.148868158085228,0.0602894842987982
"518",21600633,"DET","ATL","1/18/2017",6239,1,"Wednesday","R",3,"NO","NO","EAST",13156.5,13128.0454545455,"NO",14080.2467532468,"2017-01-18",7,1.10875140246834,1.10419064826822,1.2568114687044
"519",21600634,"GSW","OKC","1/18/2017",49122,1,"Wednesday","R",5,"NO","YES","PACIFIC",49122,34576.3823529412,"NO",32756.0921052632,"2017-01-18",1,0,0.29611208108503,0.333168598484118
"520",21600635,"SAC","IND","1/18/2017",9391,1,"Wednesday","R",2,"NO","NO","PACIFIC",9391,12237.7954545455,"NO",11953.3815789474,"2017-01-18",8,0,0.303140821482851,0.272855029171267
"521",21600636,"CLE","PHX","1/19/2017",25723,1,"Thursday","R",1,"YES","YES","EAST",24224.5,34747.8294573643,"NO",34935.0779220779,"2017-01-19",2,0.0582552579403647,0.350846691963004,0.358126109788047
"522",21600637,"MIA","DAL","1/19/2017",13456,1,"Thursday","R",2,"NO","NO","EAST",9495.5,14465.2941176471,"NO",14434.4743589744,"2017-01-19",7,0.29432966706302,0.0750069944743653,0.0727165843470838
"523",21600638,"NYK","WAS","1/19/2017",18371,1,"Thursday","R",2,"NO","NO","EAST",10660,17971.8489208633,"NO",18110.6627906977,"2017-01-19",4,0.419737629960263,0.0217272374468831,0.0141710962550936
"524",21600640,"LAC","MIN","1/19/2017",18802,1,"Thursday","R",1,"NO","NO","PACIFIC",13075,15720.2028985507,"NO",15325.175,"2017-01-19",2,0.304595255823849,0.163907940721693,0.18491782789065
"525",21600641,"PHI","POR","1/20/2017",30951,1,"Friday","R",0,"NO","NO","EAST",25244,19598.6,"NO",20880.0597014925,"2017-01-20",11,0.184388226551646,0.366786210461698,0.325383357516961
"526",21600642,"CHA","TOR","1/20/2017",12496,1,"Friday","R",2,"NO","NO","EAST",13817.5,13155.2125984252,"NO",13917.6621621622,"2017-01-20",3,0.105753841229193,0.0527538891185336,0.113769379174309
"527",21600644,"MEM","SAC","1/20/2017",6810,1,"Friday","R",1,"NO","NO","CENTRAL",5473.5,11201.5538461538,"NO",11032.1690140845,"2017-01-20",5,0.19625550660793,0.644868406189992,0.619995449938988
"528",21600645,"NOP","BKN","1/20/2017",7870,1,"Friday","R",1,"NO","YES","CENTRAL",5975.5,15234.5474452555,"NO",15413.6835443038,"2017-01-20",12,0.240724269377382,0.935774770680492,0.958536663825133
"529",21600646,"HOU","GSW","1/20/2017",53185,1,"Friday","R",4,"NO","YES","CENTRAL",51488,19868.5259259259,"NO",18336.6463414634,"2017-01-20",1,0.0319074927141111,0.626426136581256,0.655228986716867
"530",21600647,"ATL","CHI","1/20/2017",11852,1,"Friday","R",4,"NO","NO","EAST",13129.5,12830.5214285714,"NO",12366.1219512195,"2017-01-20",6,0.107787715153561,0.0825617135142953,0.0433784974029289
"531",21600648,"DAL","UTA","1/20/2017",16126,1,"Friday","R",0,"NO","NO","CENTRAL",12093.5,12483.2945736434,"NO",12709.04,"2017-01-20",4,0.250062011658192,0.225890203792422,0.211891355574848
"532",21600649,"LAL","IND","1/20/2017",16709,1,"Friday","R",2,"NO","NO","PACIFIC",17020.5,21512,"NO",21204.0375,"2017-01-20",7,0.0186426476749057,0.287449877311628,0.269018941887605
"533",21600650,"BOS","POR","1/21/2017",27444,1,"Saturday","R",1,"NO","NO","EAST",25881,22926.25,"YES",22936.9066666667,"2017-01-21",6,0.0569523393091386,0.164617038332605,0.164228732449109
"534",21600652,"CHA","BKN","1/21/2017",7219,1,"Saturday","R",0,"NO","NO","EAST",8175,13155.2125984252,"YES",13917.6621621622,"2017-01-21",10,0.132428314170938,0.822304003106413,0.92792106415877
"535",21600654,"NYK","PHX","1/21/2017",19380,1,"Saturday","R",1,"NO","NO","EAST",19380,17971.8489208633,"YES",18110.6627906977,"2017-01-21",15,0,0.0726600144033379,0.0654972760217918
"536",21600656,"MEM","HOU","1/21/2017",12146,1,"Saturday","R",1,"NO","YES","CENTRAL",16976,11201.5538461538,"YES",11032.1690140845,"2017-01-21",1,0.397661781656512,0.0777577930056113,0.0917035226342411
"537",21600657,"CLE","SAS","1/21/2017",55304,1,"Saturday","R",3,"YES","YES","EAST",55304,34747.8294573643,"YES",34935.0779220779,"2017-01-21",1,0,0.371694100655209,0.368308297373103
"538",21600658,"DEN","LAC","1/21/2017",5297,1,"Saturday","R",1,"NO","NO","MOUNTAIN",10785,12570.0833333333,"YES",12533.6329113924,"2017-01-21",4,1.03605814612045,1.37305707633252,1.36617574313619
"539",21600659,"UTA","IND","1/21/2017",5663,1,"Saturday","R",1,"NO","NO","MOUNTAIN",5364.5,12989.6086956522,"YES",11999.5853658537,"2017-01-21",5,0.0527105774324563,1.29376809035002,1.11894497013132
"540",21600660,"CHI","SAC","1/21/2017",14895,1,"Saturday","R",3,"NO","NO","CENTRAL",10769.5,16182.1640625,"YES",15749.6933333333,"2017-01-21",12,0.276972138301443,0.0864158484390735,0.0573812241244265
"541",21600661,"ORL","GSW","1/22/2017",32543,1,"Sunday","R",3,"NO","YES","EAST",33220.5,12284.847826087,"YES",12573.0348837209,"2017-01-22",1,0.0208186092247181,0.62250413833737,0.613648560866517
"542",21600662,"DAL","LAL","1/22/2017",17749,1,"Sunday","R",1,"NO","NO","CENTRAL",17749,12483.2945736434,"YES",12709.04,"2017-01-22",5,0,0.2966761747905,0.283957406051045
"543",21600663,"TOR","PHX","1/22/2017",14993,1,"Sunday","R",2,"NO","NO","EAST",14873.5,16713.4820143885,"YES",16555.8941176471,"2017-01-22",2,0.00797038618021743,0.114752352056859,0.104241587250521
"544",21600664,"MIN","DEN","1/22/2017",16224,1,"Sunday","R",0,"NO","NO","CENTRAL",16068,16818.802919708,"YES",16698.2470588235,"2017-01-22",3,0.00961538461538462,0.0366619156624771,0.029231204316046
"545",21600665,"CHA","WAS","1/23/2017",10787,1,"Monday","R",1,"NO","NO","EAST",12701.5,13155.2125984252,"NO",13917.6621621622,"2017-01-23",9,0.177482154445165,0.219543209272754,0.290225471601202
"546",21600666,"BKN","SAS","1/23/2017",11031,1,"Monday","R",2,"NO","NO","EAST",11031,12836.2480620155,"NO",12807.9444444444,"2017-01-23",2,0,0.163652258364201,0.161086433183251
"547",21600667,"ATL","LAC","1/23/2017",9263,1,"Monday","R",3,"NO","NO","EAST",6986.5,12830.5214285714,"NO",12366.1219512195,"2017-01-23",5,0.245762711864407,0.385136719051218,0.33500182999239
"548",21600668,"MIA","GSW","1/23/2017",46626,1,"Monday","R",5,"NO","YES","EAST",36858,14465.2941176471,"NO",14434.4743589744,"2017-01-23",1,0.209496847252606,0.689759058944643,0.690420058358548
"549",21600669,"DET","SAC","1/23/2017",5052,1,"Monday","R",2,"NO","NO","EAST",11214.5,13128.0454545455,"NO",14080.2467532468,"2017-01-23",12,1.21981393507522,1.59858381918952,1.78706388623253
"550",21600671,"NOP","CLE","1/23/2017",27904,1,"Monday","R",2,"YES","YES","CENTRAL",36284.5,15234.5474452555,"NO",15413.6835443038,"2017-01-23",4,0.300333285550459,0.454037147174044,0.447617418853792
"551",21600672,"IND","NYK","1/23/2017",14649,1,"Monday","R",2,"NO","NO","EAST",12385,13494.3043478261,"NO",14033.6543209877,"2017-01-23",11,0.154549798621066,0.0788241963392664,0.042005985324073
"552",21600674,"TOR","SAS","1/24/2017",29043,1,"Tuesday","R",4,"NO","NO","EAST",27760,16713.4820143885,"NO",16555.8941176471,"2017-01-24",1,0.0441758771476776,0.424526322542833,0.429952342469887
"553",21600675,"PHI","LAC","1/24/2017",14429,1,"Tuesday","R",1,"NO","NO","EAST",17017.5,19598.6,"NO",20880.0597014925,"2017-01-24",2,0.179395661515004,0.358278466976228,0.447089867731134
"554",21600677,"ORL","CHI","1/24/2017",10458,1,"Tuesday","R",2,"NO","NO","EAST",8867,12284.847826087,"NO",12573.0348837209,"2017-01-24",7,0.152132338879327,0.17468424422327,0.202240857116172
"555",21600678,"DEN","UTA","1/24/2017",9014,1,"Tuesday","R",0,"NO","NO","MOUNTAIN",7274,12570.0833333333,"NO",12533.6329113924,"2017-01-24",3,0.193033059684935,0.394506693291916,0.390462936697627
"556",21600679,"PHX","MIN","1/24/2017",20164,1,"Tuesday","R",0,"NO","NO","MOUNTAIN",13776,12174.5109489051,"NO",12373.4487179487,"2017-01-24",10,0.316802221781393,0.396225404239977,0.386359416884114
